,Battle,Date,Location,Result,belligerent,opp,own,pos,VorD,Infantry,Cavalry,Artillery,Ships,Airforce,Special,year
10450,Siege_of_Savannah,"September 16 – October 18, 1779","Savannah, Georgia
32°03′03″N 81°06′14″W﻿ / ﻿32.05083°N 81.10389°W﻿ / 32.05083; -81.10389Coordinates: 32°03′03″N 81°06′14″W﻿ / ﻿32.05083°N 81.10389°W﻿ / 32.05083; -81.10389",British victory,Augustine Prévost,"Land:
5,050
infantry,
sailors,
militia,
unknown artillery
Sea:
42 ships","Land:
3,200
infantry,
militia,
unknown artillery
Sea:
8 vessels",R,V,3200,,,8,,,1779
10451,Siege_of_Savannah,"September 16 – October 18, 1779","Savannah, Georgia
32°03′03″N 81°06′14″W﻿ / ﻿32.05083°N 81.10389°W﻿ / 32.05083; -81.10389Coordinates: 32°03′03″N 81°06′14″W﻿ / ﻿32.05083°N 81.10389°W﻿ / 32.05083; -81.10389",British victory,John Maitland (British Army officer),"Land:
5,050
infantry,
sailors,
militia,
unknown artillery
Sea:
42 ships","Land:
3,200
infantry,
militia,
unknown artillery
Sea:
8 vessels",R,V,3200,,,8,,,1779
10452,Siege_of_Sevastopol_(1854),17 October 1854 – 9 September 1855,"Sevastopol, Taurida Governorate, Russian Empire",Decisive Allied victory,François Certain Canrobert,"October 1854 garrison: 36,600[6]
May 1855 garrison: 43,000 and 42,000 army in the Crimea,[2] with 8,886 naval gunners","October 1854: 67,000[1]
July 1855 total strength: 175,000,[2] consisting of:
French: 75,000
British: 35,000
Ottoman: 60,000[3]
Piedmontese: 15,000
Arriving in August:
British Ottoman Contingent: 22,000
German Legion: 9,000
Swiss Legion: 3,000
Polish Legion: 1,500
Italian Legion: 2,000[4][5]
French Reserve Army at Constantinople: 30,000
British Reserve Army at Malta: 15,000+",L,V,175000,,,,,,1854
10453,Siege_of_Sevastopol_(1854),17 October 1854 – 9 September 1855,"Sevastopol, Taurida Governorate, Russian Empire",Decisive Allied victory,Aimable Pélissier,"October 1854 garrison: 36,600[6]
May 1855 garrison: 43,000 and 42,000 army in the Crimea,[2] with 8,886 naval gunners","October 1854: 67,000[1]
July 1855 total strength: 175,000,[2] consisting of:
French: 75,000
British: 35,000
Ottoman: 60,000[3]
Piedmontese: 15,000
Arriving in August:
British Ottoman Contingent: 22,000
German Legion: 9,000
Swiss Legion: 3,000
Polish Legion: 1,500
Italian Legion: 2,000[4][5]
French Reserve Army at Constantinople: 30,000
British Reserve Army at Malta: 15,000+",L,V,175000,,,,,,1854
10454,Siege_of_Sevastopol_(1854),17 October 1854 – 9 September 1855,"Sevastopol, Taurida Governorate, Russian Empire",Decisive Allied victory,"FitzRoy Somerset, 1st Baron Raglan","October 1854 garrison: 36,600[6]
May 1855 garrison: 43,000 and 42,000 army in the Crimea,[2] with 8,886 naval gunners","October 1854: 67,000[1]
July 1855 total strength: 175,000,[2] consisting of:
French: 75,000
British: 35,000
Ottoman: 60,000[3]
Piedmontese: 15,000
Arriving in August:
British Ottoman Contingent: 22,000
German Legion: 9,000
Swiss Legion: 3,000
Polish Legion: 1,500
Italian Legion: 2,000[4][5]
French Reserve Army at Constantinople: 30,000
British Reserve Army at Malta: 15,000+",L,V,175000,,,,,,1854
10455,Siege_of_Sevastopol_(1854),17 October 1854 – 9 September 1855,"Sevastopol, Taurida Governorate, Russian Empire",Decisive Allied victory,"Edmund Lyons, 1st Baron Lyons","October 1854 garrison: 36,600[6]
May 1855 garrison: 43,000 and 42,000 army in the Crimea,[2] with 8,886 naval gunners","October 1854: 67,000[1]
July 1855 total strength: 175,000,[2] consisting of:
French: 75,000
British: 35,000
Ottoman: 60,000[3]
Piedmontese: 15,000
Arriving in August:
British Ottoman Contingent: 22,000
German Legion: 9,000
Swiss Legion: 3,000
Polish Legion: 1,500
Italian Legion: 2,000[4][5]
French Reserve Army at Constantinople: 30,000
British Reserve Army at Malta: 15,000+",L,V,175000,,,,,,1854
10456,Siege_of_Sevastopol_(1854),17 October 1854 – 9 September 1855,"Sevastopol, Taurida Governorate, Russian Empire",Decisive Allied victory,James Simpson (British Army officer),"October 1854 garrison: 36,600[6]
May 1855 garrison: 43,000 and 42,000 army in the Crimea,[2] with 8,886 naval gunners","October 1854: 67,000[1]
July 1855 total strength: 175,000,[2] consisting of:
French: 75,000
British: 35,000
Ottoman: 60,000[3]
Piedmontese: 15,000
Arriving in August:
British Ottoman Contingent: 22,000
German Legion: 9,000
Swiss Legion: 3,000
Polish Legion: 1,500
Italian Legion: 2,000[4][5]
French Reserve Army at Constantinople: 30,000
British Reserve Army at Malta: 15,000+",L,V,175000,,,,,,1854
10457,Siege_of_Sevastopol_(1854),17 October 1854 – 9 September 1855,"Sevastopol, Taurida Governorate, Russian Empire",Decisive Allied victory,William John Codrington,"October 1854 garrison: 36,600[6]
May 1855 garrison: 43,000 and 42,000 army in the Crimea,[2] with 8,886 naval gunners","October 1854: 67,000[1]
July 1855 total strength: 175,000,[2] consisting of:
French: 75,000
British: 35,000
Ottoman: 60,000[3]
Piedmontese: 15,000
Arriving in August:
British Ottoman Contingent: 22,000
German Legion: 9,000
Swiss Legion: 3,000
Polish Legion: 1,500
Italian Legion: 2,000[4][5]
French Reserve Army at Constantinople: 30,000
British Reserve Army at Malta: 15,000+",L,V,175000,,,,,,1854
10458,Siege_of_Sevastopol_(1854),17 October 1854 – 9 September 1855,"Sevastopol, Taurida Governorate, Russian Empire",Decisive Allied victory,Omar Pasha,"October 1854 garrison: 36,600[6]
May 1855 garrison: 43,000 and 42,000 army in the Crimea,[2] with 8,886 naval gunners","October 1854: 67,000[1]
July 1855 total strength: 175,000,[2] consisting of:
French: 75,000
British: 35,000
Ottoman: 60,000[3]
Piedmontese: 15,000
Arriving in August:
British Ottoman Contingent: 22,000
German Legion: 9,000
Swiss Legion: 3,000
Polish Legion: 1,500
Italian Legion: 2,000[4][5]
French Reserve Army at Constantinople: 30,000
British Reserve Army at Malta: 15,000+",L,V,175000,,,,,,1854
10459,Siege_of_Sevastopol_(1854),17 October 1854 – 9 September 1855,"Sevastopol, Taurida Governorate, Russian Empire",Decisive Allied victory,Antoni Aleksander Iliński,"October 1854 garrison: 36,600[6]
May 1855 garrison: 43,000 and 42,000 army in the Crimea,[2] with 8,886 naval gunners","October 1854: 67,000[1]
July 1855 total strength: 175,000,[2] consisting of:
French: 75,000
British: 35,000
Ottoman: 60,000[3]
Piedmontese: 15,000
Arriving in August:
British Ottoman Contingent: 22,000
German Legion: 9,000
Swiss Legion: 3,000
Polish Legion: 1,500
Italian Legion: 2,000[4][5]
French Reserve Army at Constantinople: 30,000
British Reserve Army at Malta: 15,000+",L,V,175000,,,,,,1854
10460,Siege_of_Sevastopol_(1854),17 October 1854 – 9 September 1855,"Sevastopol, Taurida Governorate, Russian Empire",Decisive Allied victory,Vladimir Kornilov,"October 1854: 67,000[1]
July 1855 total strength: 175,000,[2] consisting of:
French: 75,000
British: 35,000
Ottoman: 60,000[3]
Piedmontese: 15,000
Arriving in August:
British Ottoman Contingent: 22,000
German Legion: 9,000
Swiss Legion: 3,000
Polish Legion: 1,500
Italian Legion: 2,000[4][5]
French Reserve Army at Constantinople: 30,000
British Reserve Army at Malta: 15,000+","October 1854 garrison: 36,600[6]
May 1855 garrison: 43,000 and 42,000 army in the Crimea,[2] with 8,886 naval gunners",R,D,85000,,,,,,1854
10461,Siege_of_Sevastopol_(1854),17 October 1854 – 9 September 1855,"Sevastopol, Taurida Governorate, Russian Empire",Decisive Allied victory,Pavel Nakhimov,"October 1854: 67,000[1]
July 1855 total strength: 175,000,[2] consisting of:
French: 75,000
British: 35,000
Ottoman: 60,000[3]
Piedmontese: 15,000
Arriving in August:
British Ottoman Contingent: 22,000
German Legion: 9,000
Swiss Legion: 3,000
Polish Legion: 1,500
Italian Legion: 2,000[4][5]
French Reserve Army at Constantinople: 30,000
British Reserve Army at Malta: 15,000+","October 1854 garrison: 36,600[6]
May 1855 garrison: 43,000 and 42,000 army in the Crimea,[2] with 8,886 naval gunners",R,D,85000,,,,,,1854
10462,Siege_of_Sevastopol_(1854),17 October 1854 – 9 September 1855,"Sevastopol, Taurida Governorate, Russian Empire",Decisive Allied victory,Eduard Totleben,"October 1854: 67,000[1]
July 1855 total strength: 175,000,[2] consisting of:
French: 75,000
British: 35,000
Ottoman: 60,000[3]
Piedmontese: 15,000
Arriving in August:
British Ottoman Contingent: 22,000
German Legion: 9,000
Swiss Legion: 3,000
Polish Legion: 1,500
Italian Legion: 2,000[4][5]
French Reserve Army at Constantinople: 30,000
British Reserve Army at Malta: 15,000+","October 1854 garrison: 36,600[6]
May 1855 garrison: 43,000 and 42,000 army in the Crimea,[2] with 8,886 naval gunners",R,D,85000,,,,,,1854
10463,Siege_of_'s-Hertogenbosch,30 April 1629 – 14 September 1629,'s-Hertogenbosch,Dutch victory,"Frederick Henry, Prince of Orange","3000 infantry
4000 armed civilians","24000 infantry 4000 cavalry
116 cannons",R,V,24000,4000,116,,,,1629
10464,Siege_of_'s-Hertogenbosch,30 April 1629 – 14 September 1629,'s-Hertogenbosch,Dutch victory,"Horace Vere, 1st Baron Vere of Tilbury","3000 infantry
4000 armed civilians","24000 infantry 4000 cavalry
116 cannons",R,V,24000,4000,116,,,,1629
10465,Siege_of_'s-Hertogenbosch,30 April 1629 – 14 September 1629,'s-Hertogenbosch,Dutch victory,Anthonie II Schetz,"24000 infantry 4000 cavalry
116 cannons","3000 infantry
4000 armed civilians",L,D,7000,,,,,,1629
10466,Siege_of_Smolensk_(1609–11),1609 to 1611,"near Smolensk, Russia",Polish victory,Sigismund III Vasa,"5,000 soldiers
200 heavy guns","22,000 soldiers
30 heavy guns",L,V,22000,,30,,,,1609
10467,Siege_of_Smolensk_(1609–11),1609 to 1611,"near Smolensk, Russia",Polish victory,Mikhail Shein,"22,000 soldiers
30 heavy guns","5,000 soldiers
200 heavy guns",R,D,5000,,200,,,,1609
10468,Siege_of_Strasbourg,15 August – 28 September 1870,"Strasbourg, France",German victory,August von Werder,"23,000","40,000",L,V,40000,,,,,,1870
10469,Siege_of_Strasbourg,15 August – 28 September 1870,"Strasbourg, France",German victory,Jean-Jacques Uhrich — Wikipédia,"40,000","23,000",R,D,23000,,,,,,1870
10470,Siege_of_Tarifa_(1812),19 December 1811 to 5 January 1812,"Tarifa, Spain",Anglo-Spanish victory,Jean François Leval,"2,300,[1] 26 guns","8,000,[1] 16 guns",L,D,8000,,16,,,,1811
10471,Siege_of_Tarifa_(1812),19 December 1811 to 5 January 1812,"Tarifa, Spain",Anglo-Spanish victory,Francisco Copons,"8,000,[1] 16 guns","2,300,[1] 26 guns",R,V,2300,,26,,,,1811
10472,Siege_of_Tarifa_(1812),19 December 1811 to 5 January 1812,"Tarifa, Spain",Anglo-Spanish victory,John Byrne Skerrett,"8,000,[1] 16 guns","2,300,[1] 26 guns",R,V,2300,,26,,,,1811
10473,Siege_of_Tobruk,10 April – 27 November 1941,"Tobruk, Libya
32°04′34″N 23°57′41″E﻿ / ﻿32.07611°N 23.96139°E﻿ / 32.07611; 23.96139Coordinates: 32°04′34″N 23°57′41″E﻿ / ﻿32.07611°N 23.96139°E﻿ / 32.07611; 23.96139",Allied victory,Erwin Rommel,"27,000","35,000",R,D,35000,,,,,,1941
10474,Siege_of_Tobruk,10 April – 27 November 1941,"Tobruk, Libya
32°04′34″N 23°57′41″E﻿ / ﻿32.07611°N 23.96139°E﻿ / 32.07611; 23.96139Coordinates: 32°04′34″N 23°57′41″E﻿ / ﻿32.07611°N 23.96139°E﻿ / 32.07611; 23.96139",Allied victory,Gastone Gambara,"27,000","35,000",R,D,35000,,,,,,1941
10475,Siege_of_Tobruk,10 April – 27 November 1941,"Tobruk, Libya
32°04′34″N 23°57′41″E﻿ / ﻿32.07611°N 23.96139°E﻿ / 32.07611; 23.96139Coordinates: 32°04′34″N 23°57′41″E﻿ / ﻿32.07611°N 23.96139°E﻿ / 32.07611; 23.96139",Allied victory,Leslie Morshead,"35,000","27,000",L,V,27000,,,,,,1941
10476,Siege_of_Tobruk,10 April – 27 November 1941,"Tobruk, Libya
32°04′34″N 23°57′41″E﻿ / ﻿32.07611°N 23.96139°E﻿ / 32.07611; 23.96139Coordinates: 32°04′34″N 23°57′41″E﻿ / ﻿32.07611°N 23.96139°E﻿ / 32.07611; 23.96139",Allied victory,Ronald Scobie,"35,000","27,000",L,V,27000,,,,,,1941
10477,Siege_of_Toulon,29 August – 19 December 1793,"Toulon, France",French Republican victory,Jean François Carteaux,"about 22,000
37 British ships
32 Spanish ships
5 Neapolitan ships of the line","32,000 [1]",L,V,32000,,,,,,1793
10478,Siege_of_Toulon,29 August – 19 December 1793,"Toulon, France",French Republican victory,Jacques François Dugommier,"about 22,000
37 British ships
32 Spanish ships
5 Neapolitan ships of the line","32,000 [1]",L,V,32000,,,,,,1793
10479,Siege_of_Toulon,29 August – 19 December 1793,"Toulon, France",French Republican victory,Jean François Cornu de La Poype,"about 22,000
37 British ships
32 Spanish ships
5 Neapolitan ships of the line","32,000 [1]",L,V,32000,,,,,,1793
10480,Siege_of_Toulon,29 August – 19 December 1793,"Toulon, France",French Republican victory,Napoleon,"about 22,000
37 British ships
32 Spanish ships
5 Neapolitan ships of the line","32,000 [1]",L,V,32000,,,,,,1793
10481,Siege_of_Toulon,29 August – 19 December 1793,"Toulon, France",French Republican victory,"Samuel Hood, 1st Viscount Hood","32,000 [1]","about 22,000
37 British ships
32 Spanish ships
5 Neapolitan ships of the line",R,D,22000,,64,,,,1793
10482,Siege_of_Toulon,29 August – 19 December 1793,"Toulon, France",French Republican victory,Charles O'Hara,"32,000 [1]","about 22,000
37 British ships
32 Spanish ships
5 Neapolitan ships of the line",R,D,22000,,64,,,,1793
10483,Siege_of_Toulon,29 August – 19 December 1793,"Toulon, France",French Republican victory,Sidney Smith (Royal Navy officer),"32,000 [1]","about 22,000
37 British ships
32 Spanish ships
5 Neapolitan ships of the line",R,D,22000,,64,,,,1793
10484,Siege_of_Toulon,29 August – 19 December 1793,"Toulon, France",French Republican victory,Marquess of Normanby,"32,000 [1]","about 22,000
37 British ships
32 Spanish ships
5 Neapolitan ships of the line",R,D,22000,,64,,,,1793
10485,Siege_of_Toulon,29 August – 19 December 1793,"Toulon, France",French Republican victory,Juan de Lángara,"32,000 [1]","about 22,000
37 British ships
32 Spanish ships
5 Neapolitan ships of the line",R,D,22000,,64,,,,1793
10486,Siege_of_Toulon,29 August – 19 December 1793,"Toulon, France",French Republican victory,Federico Carlos Gravina y Nápoli,"32,000 [1]","about 22,000
37 British ships
32 Spanish ships
5 Neapolitan ships of the line",R,D,22000,,64,,,,1793
10487,Siege_of_Troitse-Sergiyeva_Lavra,September 1608 to January 1610,"now Sergiev Posad, Moscow Oblast
56°18′36″N 38°07′47″E﻿ / ﻿56.31000°N 38.12972°E﻿ / 56.31000; 38.12972Coordinates: 56°18′36″N 38°07′47″E﻿ / ﻿56.31000°N 38.12972°E﻿ / 56.31000; 38.12972",Russian victory,Jan Piotr Sapieha,"2,400","15,000",L,D,15000,,,,,,1608
10488,Siege_of_Troitse-Sergiyeva_Lavra,September 1608 to January 1610,"now Sergiev Posad, Moscow Oblast
56°18′36″N 38°07′47″E﻿ / ﻿56.31000°N 38.12972°E﻿ / 56.31000; 38.12972Coordinates: 56°18′36″N 38°07′47″E﻿ / ﻿56.31000°N 38.12972°E﻿ / 56.31000; 38.12972",Russian victory,Aleksander Józef Lisowski,"2,400","15,000",L,D,15000,,,,,,1608
10489,Siege_of_Troitse-Sergiyeva_Lavra,September 1608 to January 1610,"now Sergiev Posad, Moscow Oblast
56°18′36″N 38°07′47″E﻿ / ﻿56.31000°N 38.12972°E﻿ / 56.31000; 38.12972Coordinates: 56°18′36″N 38°07′47″E﻿ / ﻿56.31000°N 38.12972°E﻿ / 56.31000; 38.12972",Russian victory,Grigory Dolgorukov,"15,000","2,400",R,V,2400,,,,,,1608
10490,Siege_of_Troitse-Sergiyeva_Lavra,September 1608 to January 1610,"now Sergiev Posad, Moscow Oblast
56°18′36″N 38°07′47″E﻿ / ﻿56.31000°N 38.12972°E﻿ / 56.31000; 38.12972Coordinates: 56°18′36″N 38°07′47″E﻿ / ﻿56.31000°N 38.12972°E﻿ / 56.31000; 38.12972",Russian victory,Aleksey Golokhvastov,"15,000","2,400",R,V,2400,,,,,,1608
10491,Siege_of_Tuyen_Quang,24 November 1884 – 3 March 1885,"Tuyen Quang, Northern Vietnam",French victory,Tang Ching-sung,630,"12,000",R,D,12000,,,,,,1884
10492,Siege_of_Tuyen_Quang,24 November 1884 – 3 March 1885,"Tuyen Quang, Northern Vietnam",French victory,Liu Yongfu,630,"12,000",R,D,12000,,,,,,1884
10493,Siege_of_Tuyen_Quang,24 November 1884 – 3 March 1885,"Tuyen Quang, Northern Vietnam",French victory,Marc-Edmond Dominé,"12,000",630,L,V,630,,,,,,1884
10494,Sieges of Nagashima,May 1571,"Nagashima fortress, Owari Province",Ikkō-ikki victory.,Shibata Katsuie,"At least 20,000","At least 20,000",R,D,20000,,,,,,1571
10495,Sieges of Nagashima,May 1571,"Nagashima fortress, Owari Province",Ikkō-ikki victory.,Sakuma Nobumori,"At least 20,000","At least 20,000",R,D,20000,,,,,,1571
10496,Sieges of Oran and Mers El KÃ©bir,,,,,,,R,D,100000,,50,,,,
10498,Sieges of Oran and Mers El KÃ©bir,,,,,,,L,V,1500,,90,,,,
10500,Sieges of Stirling Castle,April 1304 – 24 July 1304[1],"Stirling Castle, Scotland",English victory,William Oliphant (died after 1313),"12 siege engines, unknown number of troops",30,L,D,30,,,,,,1304
10501,Sieges of Stirling Castle,April 1304 – 24 July 1304[1],"Stirling Castle, Scotland",English victory,Edward I of England,30,"12 siege engines, unknown number of troops",R,V,1,,,,,,1304
10502,Sieges of Toishi,1550-1,"Toishi Castle, Shinano Province, Japan",Takeda victory,Sanada Yukitaka,3000,4000,L,V,4000,,,,,,1550
10503,Sieges of Toishi,1550-1,"Toishi Castle, Shinano Province, Japan",Takeda victory,Yokota Takatoshi,3000,4000,L,V,4000,,,,,,1550
10504,Sieges of Toishi,1550-1,"Toishi Castle, Shinano Province, Japan",Takeda victory,Murakami Yoshikiyo,4000,3000,R,D,300,,,,,,1550
10505,Sinking_of_CSS_Alabama,"June 19, 1864 (1864-06-19)","off Cherbourg, France, English Channel",Union victory,John Ancrum Winslow,1 screw sloop-of-war,1 screw sloop-of-war,L,V,,,,1,,,1864
10506,Sinking_of_CSS_Alabama,"June 19, 1864 (1864-06-19)","off Cherbourg, France, English Channel",Union victory,Raphael Semmes,1 screw sloop-of-war,1 screw sloop-of-war,R,D,,,,1,,,1864
10507,Sinking_of_Prince_of_Wales_and_Repulse,10-Dec-41,South China Sea,Japanese victory,Tom Phillips (Royal Navy officer),"88 aircraft
(34 torpedo aircraft,
51 level bombers,
3 scouting aircraft)","1 battleship
1 battlecruiser
4 destroyers",L,D,,,,6,,,1941
10508,Sinking_of_Prince_of_Wales_and_Repulse,10-Dec-41,South China Sea,Japanese victory,John Leach (Royal Navy officer),"88 aircraft
(34 torpedo aircraft,
51 level bombers,
3 scouting aircraft)","1 battleship
1 battlecruiser
4 destroyers",L,D,,,,6,,,1941
10509,Sinking_of_Prince_of_Wales_and_Repulse,10-Dec-41,South China Sea,Japanese victory,William Tennant (Royal Navy officer),"88 aircraft
(34 torpedo aircraft,
51 level bombers,
3 scouting aircraft)","1 battleship
1 battlecruiser
4 destroyers",L,D,,,,6,,,1941
10510,Sinking_of_Prince_of_Wales_and_Repulse,10-Dec-41,South China Sea,Japanese victory,Niichi Nakanishi,"1 battleship
1 battlecruiser
4 destroyers","88 aircraft
(34 torpedo aircraft,
51 level bombers,
3 scouting aircraft)",R,V,,,,,88,,1941
10511,Sinking_of_Prince_of_Wales_and_Repulse,10-Dec-41,South China Sea,Japanese victory,Shichizo Miyauchi,"1 battleship
1 battlecruiser
4 destroyers","88 aircraft
(34 torpedo aircraft,
51 level bombers,
3 scouting aircraft)",R,V,,,,,88,,1941
10512,Sinking_of_Prince_of_Wales_and_Repulse,10-Dec-41,South China Sea,Japanese victory,Hachiro Shoji,"1 battleship
1 battlecruiser
4 destroyers","88 aircraft
(34 torpedo aircraft,
51 level bombers,
3 scouting aircraft)",R,V,,,,,88,,1941
10513,Sino-Indian_War,20 October[1] – 21 November 1962,Aksai Chin and North-East Frontier Agency,Chinese victory,Luo Ruiqing,"10,000–12,000","80,000[4][5]",R,V,80000,,,,,,1962
10514,Sino-Indian_War,20 October[1] – 21 November 1962,Aksai Chin and North-East Frontier Agency,Chinese victory,Zhang Guohua,"10,000–12,000","80,000[4][5]",R,V,80000,,,,,,1962
10515,Sino-Indian_War,20 October[1] – 21 November 1962,Aksai Chin and North-East Frontier Agency,Chinese victory,Mao Zedong,"10,000–12,000","80,000[4][5]",R,V,80000,,,,,,1962
10516,Sino-Indian_War,20 October[1] – 21 November 1962,Aksai Chin and North-East Frontier Agency,Chinese victory,Liu Bocheng,"10,000–12,000","80,000[4][5]",R,V,80000,,,,,,1962
10517,Sino-Indian_War,20 October[1] – 21 November 1962,Aksai Chin and North-East Frontier Agency,Chinese victory,Lin Biao,"10,000–12,000","80,000[4][5]",R,V,80000,,,,,,1962
10518,Sino-Indian_War,20 October[1] – 21 November 1962,Aksai Chin and North-East Frontier Agency,Chinese victory,Zhou Enlai,"10,000–12,000","80,000[4][5]",R,V,80000,,,,,,1962
10519,Sino-Indian_War,20 October[1] – 21 November 1962,Aksai Chin and North-East Frontier Agency,Chinese victory,Brij Mohan Kaul,"80,000[4][5]","10,000–12,000",L,D,11000,,,,,,1962
10520,Sino-Indian_War,20 October[1] – 21 November 1962,Aksai Chin and North-East Frontier Agency,Chinese victory,Sarvepalli Radhakrishnan,"80,000[4][5]","10,000–12,000",L,D,11000,,,,,,1962
10521,Sino-Indian_War,20 October[1] – 21 November 1962,Aksai Chin and North-East Frontier Agency,Chinese victory,Jawaharlal Nehru,"80,000[4][5]","10,000–12,000",L,D,11000,,,,,,1962
10522,Sino-Indian_War,20 October[1] – 21 November 1962,Aksai Chin and North-East Frontier Agency,Chinese victory,V. K. Krishna Menon,"80,000[4][5]","10,000–12,000",L,D,11000,,,,,,1962
10523,Sino-Indian_War,20 October[1] – 21 November 1962,Aksai Chin and North-East Frontier Agency,Chinese victory,Pran Nath Thapar,"80,000[4][5]","10,000–12,000",L,D,11000,,,,,,1962
10524,Six_Day_War,"June 5–10, 1967 (6 days)",Middle East,Decisive Israeli victory,Gamal Abdel Nasser,"50,000 troops
214,000 reserves
300 combat aircraft
800 tanks[4]
Total troops: 264,000
100,000 deployed","Egypt: 240,000
Syria, Jordan, and Iraq: 307,000
957 combat aircraft
2,504 tanks[4]
Lebanon: 2 combat aircraft [5]
Total troops: 547,000
240,000 deployed",R,D,547000,2504,,,957,,1967
10525,Six_Day_War,"June 5–10, 1967 (6 days)",Middle East,Decisive Israeli victory,Abdel Hakim Amer,"50,000 troops
214,000 reserves
300 combat aircraft
800 tanks[4]
Total troops: 264,000
100,000 deployed","Egypt: 240,000
Syria, Jordan, and Iraq: 307,000
957 combat aircraft
2,504 tanks[4]
Lebanon: 2 combat aircraft [5]
Total troops: 547,000
240,000 deployed",R,D,547000,2504,,,957,,1967
10526,Six_Day_War,"June 5–10, 1967 (6 days)",Middle East,Decisive Israeli victory,Abdul Munim Riad,"50,000 troops
214,000 reserves
300 combat aircraft
800 tanks[4]
Total troops: 264,000
100,000 deployed","Egypt: 240,000
Syria, Jordan, and Iraq: 307,000
957 combat aircraft
2,504 tanks[4]
Lebanon: 2 combat aircraft [5]
Total troops: 547,000
240,000 deployed",R,D,547000,2504,,,957,,1967
10527,Six_Day_War,"June 5–10, 1967 (6 days)",Middle East,Decisive Israeli victory,Hussein of Jordan,"50,000 troops
214,000 reserves
300 combat aircraft
800 tanks[4]
Total troops: 264,000
100,000 deployed","Egypt: 240,000
Syria, Jordan, and Iraq: 307,000
957 combat aircraft
2,504 tanks[4]
Lebanon: 2 combat aircraft [5]
Total troops: 547,000
240,000 deployed",R,D,547000,2504,,,957,,1967
10528,Six_Day_War,"June 5–10, 1967 (6 days)",Middle East,Decisive Israeli victory,Zaid ibn Shaker,"50,000 troops
214,000 reserves
300 combat aircraft
800 tanks[4]
Total troops: 264,000
100,000 deployed","Egypt: 240,000
Syria, Jordan, and Iraq: 307,000
957 combat aircraft
2,504 tanks[4]
Lebanon: 2 combat aircraft [5]
Total troops: 547,000
240,000 deployed",R,D,547000,2504,,,957,,1967
10529,Six_Day_War,"June 5–10, 1967 (6 days)",Middle East,Decisive Israeli victory,Asad Ghanma,"50,000 troops
214,000 reserves
300 combat aircraft
800 tanks[4]
Total troops: 264,000
100,000 deployed","Egypt: 240,000
Syria, Jordan, and Iraq: 307,000
957 combat aircraft
2,504 tanks[4]
Lebanon: 2 combat aircraft [5]
Total troops: 547,000
240,000 deployed",R,D,547000,2504,,,957,,1967
10530,Six_Day_War,"June 5–10, 1967 (6 days)",Middle East,Decisive Israeli victory,Salah Jadid,"50,000 troops
214,000 reserves
300 combat aircraft
800 tanks[4]
Total troops: 264,000
100,000 deployed","Egypt: 240,000
Syria, Jordan, and Iraq: 307,000
957 combat aircraft
2,504 tanks[4]
Lebanon: 2 combat aircraft [5]
Total troops: 547,000
240,000 deployed",R,D,547000,2504,,,957,,1967
10531,Six_Day_War,"June 5–10, 1967 (6 days)",Middle East,Decisive Israeli victory,Nureddin al-Atassi,"50,000 troops
214,000 reserves
300 combat aircraft
800 tanks[4]
Total troops: 264,000
100,000 deployed","Egypt: 240,000
Syria, Jordan, and Iraq: 307,000
957 combat aircraft
2,504 tanks[4]
Lebanon: 2 combat aircraft [5]
Total troops: 547,000
240,000 deployed",R,D,547000,2504,,,957,,1967
10532,Six_Day_War,"June 5–10, 1967 (6 days)",Middle East,Decisive Israeli victory,Abdul Rahman Arif,"50,000 troops
214,000 reserves
300 combat aircraft
800 tanks[4]
Total troops: 264,000
100,000 deployed","Egypt: 240,000
Syria, Jordan, and Iraq: 307,000
957 combat aircraft
2,504 tanks[4]
Lebanon: 2 combat aircraft [5]
Total troops: 547,000
240,000 deployed",R,D,547000,2504,,,957,,1967
10533,Six_Day_War,"June 5–10, 1967 (6 days)",Middle East,Decisive Israeli victory,Mubarak Abdullah Al-Jaber Al-Sabah,"50,000 troops
214,000 reserves
300 combat aircraft
800 tanks[4]
Total troops: 264,000
100,000 deployed","Egypt: 240,000
Syria, Jordan, and Iraq: 307,000
957 combat aircraft
2,504 tanks[4]
Lebanon: 2 combat aircraft [5]
Total troops: 547,000
240,000 deployed",R,D,547000,2504,,,957,,1967
10534,Six_Day_War,"June 5–10, 1967 (6 days)",Middle East,Decisive Israeli victory,Saleh Mohammed Al-Sabah,"50,000 troops
214,000 reserves
300 combat aircraft
800 tanks[4]
Total troops: 264,000
100,000 deployed","Egypt: 240,000
Syria, Jordan, and Iraq: 307,000
957 combat aircraft
2,504 tanks[4]
Lebanon: 2 combat aircraft [5]
Total troops: 547,000
240,000 deployed",R,D,547000,2504,,,957,,1967
10535,Six_Day_War,"June 5–10, 1967 (6 days)",Middle East,Decisive Israeli victory,Fahad Al-Ahmed Al-Jaber Al-Sabah,"50,000 troops
214,000 reserves
300 combat aircraft
800 tanks[4]
Total troops: 264,000
100,000 deployed","Egypt: 240,000
Syria, Jordan, and Iraq: 307,000
957 combat aircraft
2,504 tanks[4]
Lebanon: 2 combat aircraft [5]
Total troops: 547,000
240,000 deployed",R,D,547000,2504,,,957,,1967
